title,link,link_alternative,link_icon,summary,ondemand,datatakesensingstart,beginposition,endposition,ingestiondate,generationdate,orbitnumber,relativeorbitnumber,cloudcoverpercentage,sensoroperationalmode,gmlfootprint,footprint,level1cpdiidentifier,tileid,hv_order_tileid,format,processingbaseline,platformname,filename,instrumentname,instrumentshortname,size,s2datatakeid,producttype,platformidentifier,orbitdirection,platformserialidentifier,processinglevel,identifier,datastripidentifier,granuleidentifier,uuid
S2A_MSIL1C_20210211T104151_N0209_R008_T31TEJ_20210211T125423,https://scihub.copernicus.eu/dhus/odata/v1/Products('46db111d-5160-4f67-8f4f-3bd37794249e')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('46db111d-5160-4f67-8f4f-3bd37794249e')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('46db111d-5160-4f67-8f4f-3bd37794249e')/Products('Quicklook')/$value,"Date: 2021-02-11T10:41:51.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 793.42 MB",false,2021-02-11 10:41:51.024,2021-02-11 10:41:51.024,2021-02-11 10:41:51.024,2021-02-11 15:29:21.627,2021-02-11 12:54:23.000,29463,8,10.5459,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>44.25341758107761,2.999749474120944 44.24514241182411,4.374940058749246 43.256794294201605,4.352494032483418 43.26479037737325,2.999753565511865 44.25341758107761,2.999749474120944</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((4.352494032483418 43.256794294201605, 4.374940058749246 44.24514241182411, 2.999749474120944 44.25341758107761, 2.999753565511865 43.26479037737325, 4.352494032483418 43.256794294201605)))",S2A_OPER_MSI_L1C_TL_VGS2_20210211T125423_A029463_T31TEJ_N02.09,31TEJ,TJ31E,SAFE,02.09,Sentinel-2,S2A_MSIL1C_20210211T104151_N0209_R008_T31TEJ_20210211T125423.SAFE,Multi-Spectral Instrument,MSI,793.42 MB,GS2A_20210211T104151_029463_N02.09,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20210211T104151_N0209_R008_T31TEJ_20210211T125423,S2A_OPER_MSI_L1C_DS_VGS2_20210211T125423_S20210211T104437_N02.09,S2A_OPER_MSI_L1C_TL_VGS2_20210211T125423_A029463_T31TEJ_N02.09,46db111d-5160-4f67-8f4f-3bd37794249e
